Fecha,InvoicedQuantity,LineExtensionAmount,Producto,Item_ID,PrecioBase,Price_BaseQuantity,TaxTotal_Amount,TaxSubtotal_TaxableAmount,Pc_Imp,TaxSubtotal_Category_TaxScheme_ID,Charge_Indicator,Pc_Descuento,Charge_Amount,Charge_BaseAmount,Precio_comparar,Precio_Normal,Almacen,total,total_imp,nombre_original,Marca,Categoria,Sabor,Tamano,Tamano_num,Unidad,Cantidad,Sobra_nombre,Precio_Unidad
10 Apr 2024,1.0,5882.35,12 MINI MARCADORES LAVABLES P/,667888179862,7000.0,1,1117.65,5882.35,19.0,01,0,0.0,0,0,8118,8118.0,Dollarcity,7000.0,8117.65,12 MINI MARCADORES LAVABLES P/,-,-,-,-,-,-,-,-,-
17 May 2024,1.0,10084.03,3D JUGUETE FIDGET SENSORIAL,667888521432,12000.0,1,1915.97,10084.03,19.0,01,0,0.0,0,0,13916,13916.0,Dollarcity,12000.0,13915.97,3D JUGUETE FIDGET SENSORIAL,-,-,-,-,-,-,-,-,-
05 Jan 2024,1.0,17227.00,ACEITE DIANA*2000ml C/VITAMINAS A/D,057148,17227.0,1.000,3273.0,17227.00,19.0,01,0,0.0,0,0,20500,20500.0,Mercamio,17227.0,20500.0,ACEITE DIANA*2000ml C/VITAMINAS A/D,-,Aceite,-,-,-,-,-,-,-
01 Oct 2023,1.0,17227.00,ACEITE DIANA*2000ml C/VITAMINAS A/D,057148,17227.0,1.000,3273.0,17227.00,19.0,01,0,0.0,0,0,20500,20500.0,Mercamio,17227.0,20500.0,ACEITE DIANA*2000ml C/VITAMINAS A/D,-,Aceite,-,-,-,-,-,-,-
15 Apr 2024,1.0,18445.00,ACEITE GIRASOL CADADIA*3000ml,030388,18445.0,1.000,3505.0,18445.00,19.0,01,0,0.0,0,0,21950,21950.0,Mercamio,18445.0,21950.0,ACEITE GIRASOL CADADIA*3000ml,-,Aceite,-,-,-,-,-,-,-
25 Nov 2023,1.0,9454.00,ACEITE OLEOCALI*1000ml,004745,9454.0,1.000,1796.0,9454.00,19.0,01,0,0.0,0,0,11250,11250.0,Mercamio,9454.0,11250.0,ACEITE OLEOCALI*1000ml,-,Aceite,-,-,-,-,-,-,-
04 Nov 2023,1.0,33605.00,ACEITE OLIVA EX/VIR S/FELIPE*1000ml,038937,33605.0,1.000,6385.0,33605.00,19.0,01,0,0.0,0,0,39990,39990.0,Mercamio,33605.0,39990.0,ACEITE OLIVA EX/VIR S/FELIPE*1000ml,-,Aceite,-,-,-,-,-,-,-
07 Jun 2024,1.0,27017.00,ACEITE SOYA MERCAMIO*5000ml,042094,27017.0,1.000,5133.0,27017.00,19.0,01,0,0.0,0,0,32150,32150.0,Mercamio,27017.0,32150.0,ACEITE SOYA MERCAMIO*5000ml,-,-,-,-,-,-,-,-,-
15 Jan 2024,1.0,6400.00,AGUA BRISA*600ml*6und PET,067200,6400.0,1.000,0.0,0,0.0,0,0,0.0,0,0,6400,6400.0,Mercamio,6400.0,6400.0,AGUA BRISA*600ml*6und PET,-,Agua,-,-,-,-,-,-,-
04 Feb 2024,1.0,3990.00,AGUA MANANTIAL*1500ml,023414,3990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,3990,3990.0,Mercamio,3990.0,3990.0,AGUA MANANTIAL*1500ml,-,Agua,-,-,-,-,-,-,-
04 Feb 2024,1.0,3990.00,AGUA MANANTIAL*1500ml,023414,3990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,3990,3990.0,Mercamio,3990.0,3990.0,AGUA MANANTIAL*1500ml,-,Agua,-,-,-,-,-,-,-
04 Feb 2024,1.0,3990.00,AGUA MANANTIAL*1500ml,023414,3990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,3990,3990.0,Mercamio,3990.0,3990.0,AGUA MANANTIAL*1500ml,-,Agua,-,-,-,-,-,-,-
15 Jan 2024,1.0,990.00,AGUA MIA*1000ml NATURAL PET,061074,990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,990,990.0,Mercamio,990.0,990.0,AGUA MIA*1000ml NATURAL PET,-,Agua,-,-,-,-,-,-,-
05 Jan 2024,1.0,990.00,AGUA MIA*1000ml NATURAL PET,061074,990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,990,990.0,Mercamio,990.0,990.0,AGUA MIA*1000ml NATURAL PET,-,Agua,-,-,-,-,-,-,-
05 Jan 2024,1.0,990.00,AGUA MIA*1000ml NATURAL PET,061074,990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,990,990.0,Mercamio,990.0,990.0,AGUA MIA*1000ml NATURAL PET,-,Agua,-,-,-,-,-,-,-
27 Nov 2023,1.0,990.00,AGUA MIA*1000ml NATURAL PET,061074,990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,990,990.0,Mercamio,990.0,990.0,AGUA MIA*1000ml NATURAL PET,-,Agua,-,-,-,-,-,-,-
27 Nov 2023,1.0,990.00,AGUA MIA*1000ml NATURAL PET,061074,990.0,1.000,0.0,0,0.0,0,0,0.0,0,0,990,990.0,Mercamio,990.0,990.0,AGUA MIA*1000ml NATURAL PET,-,Agua,-,-,-,-,-,-,-
27 Sep 2023,4.0,3960.00,AGUA MIA*1000ml NATURAL PET,061074,990.0,4.000,0.0,0,0.0,0,0,0.0,0,0,990,990.0,Mercamio,3960.0,3960.0,AGUA MIA*1000ml NATURAL PET,-,Agua,-,-,-,-,-,-,-
07 Jun 2024,1.0,3025.00,AGUA OXIGENADA PALLET*50ml*20 VOL,038374,3025.0,1.000,575.0,3025.00,19.0,01,0,0.0,0,0,3600,3600.0,Mercamio,3025.0,3600.0,AGUA OXIGENADA PALLET*50ml*20 VOL,-,-,-,-,-,-,-,-,-
20 Oct 2023,0.342,2052.00,AGUACATE HASS*KILO,050273,6000.0,0.342,0.0,0,0.0,0,0,0.0,0,0,6000,6000.0,Mercamio,2052.0,2052.0,AGUACATE HASS*KILO,-,Aguacate,-,-,-,-,-,-,-
01 Oct 2023,0.22,1144.00,AGUACATE HASS*KILO,050273,5200.0,0.220,0.0,0,0.0,0,0,0.0,0,0,5200,5200.0,Mercamio,1144.0,1144.0,AGUACATE HASS*KILO,-,Aguacate,-,-,-,-,-,-,-
13 May 2024,0.455,6552.00,AGUACATE PAPELILLO VERDE*KILO,055849,14400.0,0.455,0.0,0,0.0,0,0,0.0,0,0,14400,14400.0,Mercamio,6552.0,6552.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
15 Apr 2024,0.455,6461.00,AGUACATE PAPELILLO VERDE*KILO,055849,14200.0,0.455,0.0,0,0.0,0,0,0.0,0,0,14200,14200.0,Mercamio,6461.0,6461.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
10 Mar 2024,0.462,5914.00,AGUACATE PAPELILLO VERDE*KILO,055849,12800.86,0.462,0.0,0,0.0,0,0,0.0,0,0,12801,12801.0,Mercamio,5914.0,5914.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
27 Feb 2024,0.435,4733.00,AGUACATE PAPELILLO VERDE*KILO,055849,12800.0,0.435,0.0,0,0.0,0,false,15.0,835.00,5566.67,10880,12800.0,Mercamio,5568.0,5568.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
14 Feb 2024,0.344,4403.00,AGUACATE PAPELILLO VERDE*KILO,055849,12799.41,0.344,0.0,0,0.0,0,0,0.0,0,0,12799,12799.0,Mercamio,4403.0,4403.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
23 Jan 2024,0.34,3699.00,AGUACATE PAPELILLO VERDE*KILO,055849,12800.0,0.340,0.0,0,0.0,0,false,15.0,653.00,4353.33,10880,12800.0,Mercamio,4352.0,4352.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
15 Jan 2024,0.5,6400.00,AGUACATE PAPELILLO VERDE*KILO,055849,12800.0,0.500,0.0,0,0.0,0,0,0.0,0,0,12800,12800.0,Mercamio,6400.0,6400.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
02 Jan 2024,0.794,7424.00,AGUACATE PAPELILLO VERDE*KILO,055849,11000.0,0.794,0.0,0,0.0,0,false,15.0,1310.00,8733.33,9350,11000.0,Mercamio,8734.0,8734.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
12 Dec 2023,0.35,2915.00,AGUACATE PAPELILLO VERDE*KILO,055849,9800.0,0.350,0.0,0,0.0,0,false,15.0,515.00,3433.33,8330,9800.0,Mercamio,3430.0,3430.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
01 Oct 2023,0.64,6016.00,AGUACATE PAPELILLO VERDE*KILO,055849,9400.0,0.640,0.0,0,0.0,0,0,0.0,0,0,9400,9400.0,Mercamio,6016.0,6016.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
14 Aug 2023,0.88,5104.00,AGUACATE PAPELILLO VERDE*KILO,055849,5800.0,0.880,0.0,0,0.0,0,0,0.0,0,0,5800,5800.0,Mercamio,5104.0,5104.0,AGUACATE PAPELILLO VERDE*KILO,-,Aguacate,-,-,-,-,-,-,-
01 Oct 2023,1.0,1311.00,AJO EL REY*25g PURO,069751,1639.0,1.000,249.0,1311.00,19.0,01,false,20.0,328.00,1640.00,1560,1950.0,Mercamio,1639.0,1888.0,AJO EL REY*25g PURO,-,Condimento,Ajo,-,-,-,-,-,-
01 Oct 2023,1.0,1311.00,AJO EL REY*25g PURO,069751,1639.0,1.000,249.0,1311.00,19.0,01,false,20.0,328.00,1640.00,1560,1950.0,Mercamio,1639.0,1888.0,AJO EL REY*25g PURO,-,Condimento,Ajo,-,-,-,-,-,-
05 Jan 2024,1.0,1050.00,AJO EL REY*55g CHAPETA,009130,1050.0,1.000,200.0,1050.00,19.0,01,0,0.0,0,0,1250,1250.0,Mercamio,1050.0,1250.0,AJO EL REY*55g CHAPETA,-,Condimento,Ajo,-,-,-,-,-,-
05 Jan 2024,1.0,1050.00,AJO EL REY*55g CHAPETA,009130,1050.0,1.000,200.0,1050.00,19.0,01,0,0.0,0,0,1250,1250.0,Mercamio,1050.0,1250.0,AJO EL REY*55g CHAPETA,-,Condimento,Ajo,-,-,-,-,-,-
07 Jun 2024,0.04,559.00,AJO*KILO GRANEL,009558,13975.0,0.040,0.0,0,0.0,0,0,0.0,0,0,13975,13975.0,Mercamio,559.0,559.0,AJO*KILO GRANEL,-,-,-,-,-,-,-,-,-
03 Mar 2024,1.0,11381.00,ALIM DOGOURMET*1000g ADULTOS C/PARR,041757,11381.0,1.000,569.0,11381.00,5.0,01,0,0.0,0,0,11950,11950.0,Mercamio,11381.0,11950.0,ALIM DOGOURMET*1000g ADULTOS C/PARR,-,Concentrado,-,-,-,-,-,-,-
03 Mar 2024,1.0,11381.00,ALIM DOGOURMET*1000g PAVO/POLLO ADULTO,067686,11381.0,1.000,569.0,11381.00,5.0,01,0,0.0,0,0,11950,11950.0,Mercamio,11381.0,11950.0,ALIM DOGOURMET*1000g PAVO/POLLO ADULTO,-,Concentrado,-,-,-,-,-,-,-
07 Jun 2024,1.0,18524.00,ALIM DOGOURMET*2000g ADUL 2/PROT SALM/CA,071850,18524.0,1.000,926.0,18524.00,5.0,01,0,0.0,0,0,19450,19450.0,Mercamio,18524.0,19450.0,ALIM DOGOURMET*2000g ADUL 2/PROT SALM/CA,-,Concentrado,-,-,-,-,-,-,-
21 Apr 2024,1.0,18524.00,ALIM DOGOURMET*2000g ADUL 2/PROT SALM/CA,071850,18524.0,1.000,926.0,18524.00,5.0,01,0,0.0,0,0,19450,19450.0,Mercamio,18524.0,19450.0,ALIM DOGOURMET*2000g ADUL 2/PROT SALM/CA,-,Concentrado,-,-,-,-,-,-,-
13 May 2024,1.0,18524.00,ALIM DOGOURMET*2000g ADUL PARRILLADA MIX,059088,18524.0,1.000,926.0,18524.00,5.0,01,0,0.0,0,0,19450,19450.0,Mercamio,18524.0,19450.0,ALIM DOGOURMET*2000g ADUL PARRILLADA MIX,-,-,-,-,-,-,-,-,-
12 Dec 2023,1.0,18086.00,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,048794,18086.0,1.000,904.0,18086.00,5.0,01,0,0.0,0,0,18990,18990.0,Mercamio,18086.0,18990.0,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,-,Concentrado,-,-,-,-,-,-,-
11 Sep 2023,1.0,18086.00,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,048794,18086.0,1.000,904.0,18086.00,5.0,01,0,0.0,0,0,18990,18990.0,Mercamio,18086.0,18990.0,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,-,Concentrado,-,-,-,-,-,-,-
27 Aug 2023,1.0,14469.00,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,048794,18086.0,1.000,723.0,14469.00,5.0,01,false,100.0,3617.00,3617.00,15192,18990.0,Mercamio,18086.0,18809.0,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,-,Concentrado,-,-,-,-,-,-,-
27 Aug 2023,1.0,14469.00,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,048794,18086.0,1.000,723.0,14469.00,5.0,01,false,100.0,3617.00,3617.00,15192,18990.0,Mercamio,18086.0,18809.0,ALIM DOGOURMET*2000g ADULTO CARNE PARRIL,-,Concentrado,-,-,-,-,-,-,-
25 Mar 2024,1.0,18524.00,ALIM DOGOURMET*2000g PAVO/POLLO ADULTO,067687,18524.0,1.000,926.0,18524.00,5.0,01,0,0.0,0,0,19450,19450.0,Mercamio,18524.0,19450.0,ALIM DOGOURMET*2000g PAVO/POLLO ADULTO,-,Concentrado,-,-,-,-,-,-,-
12 Dec 2023,1.0,18086.00,ALIM DOGOURMET*2000g PAVO/POLLO ADULTO,067687,18086.0,1.000,904.0,18086.00,5.0,01,0,0.0,0,0,18990,18990.0,Mercamio,18086.0,18990.0,ALIM DOGOURMET*2000g PAVO/POLLO ADULTO,-,Concentrado,-,-,-,-,-,-,-
03 Mar 2024,1.0,2562.00,ALIM PEDIGREE*100g ADUL RP/CARNE POUCH,050532,2562.0,1.000,128.0,2562.00,5.0,01,0,0.0,0,0,2690,2690.0,Mercamio,2562.0,2690.0,ALIM PEDIGREE*100g ADUL RP/CARNE POUCH,-,Concentrado,-,-,-,-,-,-,-
03 Mar 2024,1.0,2562.00,ALIM PEDIGREE*100g ADUL RP/CARNE POUCH,050532,2562.0,1.000,128.0,2562.00,5.0,01,0,0.0,0,0,2690,2690.0,Mercamio,2562.0,2690.0,ALIM PEDIGREE*100g ADUL RP/CARNE POUCH,-,Concentrado,-,-,-,-,-,-,-
03 Mar 2024,1.0,2562.00,ALIM PEDIGREE*100g ADUL RP/CARNE POUCH,050532,2562.0,1.000,128.0,2562.00,5.0,01,0,0.0,0,0,2690,2690.0,Mercamio,2562.0,2690.0,ALIM PEDIGREE*100g ADUL RP/CARNE POUCH,-,Concentrado,-,-,-,-,-,-,-
03 Mar 2024,1.0,2562.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2562.0,1.000,128.0,2562.00,5.0,01,0,0.0,0,0,2690,2690.0,Mercamio,2562.0,2690.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
03 Mar 2024,1.0,2562.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2562.0,1.000,128.0,2562.00,5.0,01,0,0.0,0,0,2690,2690.0,Mercamio,2562.0,2690.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
03 Mar 2024,1.0,2562.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2562.0,1.000,128.0,2562.00,5.0,01,0,0.0,0,0,2690,2690.0,Mercamio,2562.0,2690.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
27 Aug 2023,1.0,2714.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2714.0,1.000,136.0,2714.00,5.0,01,0,0.0,0,0,2850,2850.0,Mercamio,2714.0,2850.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
27 Aug 2023,1.0,2714.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2714.0,1.000,136.0,2714.00,5.0,01,0,0.0,0,0,2850,2850.0,Mercamio,2714.0,2850.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
27 Aug 2023,1.0,2714.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2714.0,1.000,136.0,2714.00,5.0,01,0,0.0,0,0,2850,2850.0,Mercamio,2714.0,2850.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
27 Aug 2023,1.0,2714.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2714.0,1.000,136.0,2714.00,5.0,01,0,0.0,0,0,2850,2850.0,Mercamio,2714.0,2850.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
27 Aug 2023,1.0,2714.00,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,054580,2714.0,1.000,136.0,2714.00,5.0,01,0,0.0,0,0,2850,2850.0,Mercamio,2714.0,2850.0,ALIM PEDIGREE*100g POUCHES ADUL RP/POLLO,-,Concentrado,-,-,-,-,-,-,-
12 Dec 2023,1.0,10857.00,ALIM PEDIGREE*100g*5und STDO ECONO PACK,068614,10857.0,1.000,543.0,10857.00,5.0,01,0,0.0,0,0,11400,11400.0,Mercamio,10857.0,11400.0,ALIM PEDIGREE*100g*5und STDO ECONO PACK,-,Concentrado,-,-,-,-,-,-,-
11 Sep 2023,1.0,10857.00,ALIM PEDIGREE*100g*5und STDO ECONO PACK,068614,10857.0,1.000,543.0,10857.00,5.0,01,0,0.0,0,0,11400,11400.0,Mercamio,10857.0,11400.0,ALIM PEDIGREE*100g*5und STDO ECONO PACK,-,Concentrado,-,-,-,-,-,-,-
07 Jun 2024,1.0,15229.00,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,072700,15229.0,1.000,761.0,15229.00,5.0,01,0,0.0,0,0,15990,15990.0,Mercamio,15229.0,15990.0,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,-,Concentrado,-,-,-,-,-,-,-
21 Apr 2024,1.0,15228.00,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,072700,15228.0,1.000,762.0,15228.00,5.0,01,0,0.0,0,0,15990,15990.0,Mercamio,15228.0,15990.0,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,-,Concentrado,-,-,-,-,-,-,-
25 Mar 2024,1.0,15228.00,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,072700,15228.0,1.000,762.0,15228.00,5.0,01,0,0.0,0,0,15990,15990.0,Mercamio,15228.0,15990.0,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,-,Concentrado,-,-,-,-,-,-,-
25 Mar 2024,1.0,15229.00,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,072700,15229.0,1.000,761.0,15229.00,5.0,01,0,0.0,0,0,15990,15990.0,Mercamio,15229.0,15990.0,ALIM PEDIGREE*100g*8und POUCH STDO P6LL8,-,Concentrado,-,-,-,-,-,-,-
03 May 2024,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
03 May 2024,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
03 Mar 2024,1.0,5034.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5034.0,1.000,956.0,5034.00,19.0,01,0,0.0,0,0,5990,5990.0,Mercamio,5034.0,5990.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
05 Jan 2024,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
05 Jan 2024,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
20 Oct 2023,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
11 Sep 2023,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
11 Sep 2023,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
27 Aug 2023,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
14 Aug 2023,1.0,5370.00,AMB MERCAMIO*40ml AZAHARES DE LIMA,059697,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml AZAHARES DE LIMA,-,Ambientador,-,-,-,-,-,-,-
15 Nov 2023,1.0,5370.00,AMB MERCAMIO*40ml DIF/BAMBU FRUT/TROPICO,058545,5370.0,1.000,1020.0,5370.00,19.0,01,0,0.0,0,0,6390,6390.0,Mercamio,5370.0,6390.0,AMB MERCAMIO*40ml DIF/BAMBU FRUT/TROPICO,-,Ambientador,-,-,-,-,-,-,-
13 May 2024,1.0,10200.00,ARANDANO BIOHUERTO*125g ORGANICO,057311,10200.0,1.000,0.0,0,0.0,0,0,0.0,0,0,10200,10200.0,Mercamio,10200.0,10200.0,ARANDANO BIOHUERTO*125g ORGANICO,-,Arandano,-,-,-,-,-,-,-
21 Apr 2024,1.0,9400.00,ARANDANO BIOHUERTO*125g ORGANICO,057311,9400.0,1.000,0.0,0,0.0,0,0,0.0,0,0,9400,9400.0,Mercamio,9400.0,9400.0,ARANDANO BIOHUERTO*125g ORGANICO,-,Arandano,-,-,-,-,-,-,-
15 Apr 2024,1.0,9400.00,ARANDANO BIOHUERTO*125g ORGANICO,057311,9400.0,1.000,0.0,0,0.0,0,0,0.0,0,0,9400,9400.0,Mercamio,9400.0,9400.0,ARANDANO BIOHUERTO*125g ORGANICO,-,Arandano,-,-,-,-,-,-,-
14 Feb 2024,1.0,9400.00,ARANDANO BIOHUERTO*125g ORGANICO,057311,9400.0,1.000,0.0,0,0.0,0,0,0.0,0,0,9400,9400.0,Mercamio,9400.0,9400.0,ARANDANO BIOHUERTO*125g ORGANICO,-,Arandano,-,-,-,-,-,-,-
27 Nov 2023,1.0,9400.00,ARANDANO BIOHUERTO*125g ORGANICO,057311,9400.0,1.000,0.0,0,0.0,0,0,0.0,0,0,9400,9400.0,Mercamio,9400.0,9400.0,ARANDANO BIOHUERTO*125g ORGANICO,-,Arandano,-,-,-,-,-,-,-
04 Nov 2023,1.0,9400.00,ARANDANO BIOHUERTO*125g ORGANICO,057311,9400.0,1.000,0.0,0,0.0,0,0,0.0,0,0,9400,9400.0,Mercamio,9400.0,9400.0,ARANDANO BIOHUERTO*125g ORGANICO,-,Arandano,-,-,-,-,-,-,-
20 Oct 2023,1.0,9400.00,ARANDANO BIOHUERTO*125g ORGANICO,057311,9400.0,1.000,0.0,0,0.0,0,0,0.0,0,0,9400,9400.0,Mercamio,9400.0,9400.0,ARANDANO BIOHUERTO*125g ORGANICO,-,Arandano,-,-,-,-,-,-,-
07 Jun 2024,1.0,7500.00,ARANDANOS FRUTAS*125g,042927,7500.0,1.000,0.0,0,0.0,0,0,0.0,0,0,7500,7500.0,Mercamio,7500.0,7500.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
31 Mar 2024,1.0,6800.00,ARANDANOS FRUTAS*125g,042927,6800.0,1.000,0.0,0,0.0,0,0,0.0,0,0,6800,6800.0,Mercamio,6800.0,6800.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
10 Mar 2024,1.0,6800.00,ARANDANOS FRUTAS*125g,042927,6800.0,1.000,0.0,0,0.0,0,0,0.0,0,0,6800,6800.0,Mercamio,6800.0,6800.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
04 Feb 2024,1.0,5600.00,ARANDANOS FRUTAS*125g,042927,5600.0,1.000,0.0,0,0.0,0,0,0.0,0,0,5600,5600.0,Mercamio,5600.0,5600.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
15 Jan 2024,1.0,5600.00,ARANDANOS FRUTAS*125g,042927,5600.0,1.000,0.0,0,0.0,0,0,0.0,0,0,5600,5600.0,Mercamio,5600.0,5600.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
05 Jan 2024,1.0,5600.00,ARANDANOS FRUTAS*125g,042927,5600.0,1.000,0.0,0,0.0,0,0,0.0,0,0,5600,5600.0,Mercamio,5600.0,5600.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
12 Dec 2023,1.0,5270.00,ARANDANOS FRUTAS*125g,042927,6200.0,1.000,0.0,0,0.0,0,false,15.0,930.00,6200.00,5270,6200.0,Mercamio,6200.0,6200.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
15 Nov 2023,1.0,7000.00,ARANDANOS FRUTAS*125g,042927,7000.0,1.000,0.0,0,0.0,0,0,0.0,0,0,7000,7000.0,Mercamio,7000.0,7000.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
11 Sep 2023,1.0,6300.00,ARANDANOS FRUTAS*125g,042927,6300.0,1.000,0.0,0,0.0,0,0,0.0,0,0,6300,6300.0,Mercamio,6300.0,6300.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
11 Sep 2023,1.0,6300.00,ARANDANOS FRUTAS*125g,042927,6300.0,1.000,0.0,0,0.0,0,0,0.0,0,0,6300,6300.0,Mercamio,6300.0,6300.0,ARANDANOS FRUTAS*125g,-,Arandano,-,-,-,-,-,-,-
